index,timestamp,power.draw [W],utilization.gpu [%],utilization.memory [%],memory.total [MiB],memory.used [MiB],memory.free [MiB]
2,2023/10/18 17:41:36.294,403.05,90,25,81920,77975,3075
3,2023/10/18 17:41:36.299,397.59,90,25,81920,77859,3191
4,2023/10/18 17:41:36.305,63.39,0,0,81920,7,81042
5,2023/10/18 17:41:36.322,63.58,0,0,81920,7,81042
6,2023/10/18 17:41:36.331,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:36.338,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:36.446,384.00,99,28,81920,78186,2863
1,2023/10/18 17:41:36.458,176.13,99,27,81920,78187,2863
2,2023/10/18 17:41:36.473,414.07,99,27,81920,78031,3019
3,2023/10/18 17:41:36.478,407.65,90,25,81920,77955,3095
4,2023/10/18 17:41:36.487,63.39,0,0,81920,7,81042
5,2023/10/18 17:41:36.504,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:36.513,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:36.521,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:36.628,400.80,90,25,81920,78526,2523
1,2023/10/18 17:41:36.634,405.79,90,25,81920,78423,2627
2,2023/10/18 17:41:36.640,401.05,90,25,81920,78363,2687
3,2023/10/18 17:41:36.644,416.22,99,28,81920,78211,2839
4,2023/10/18 17:41:36.650,63.72,0,0,81920,7,81042
5,2023/10/18 17:41:36.659,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:36.667,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:36.675,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:36.782,161.94,90,25,81920,78526,2523
1,2023/10/18 17:41:36.795,400.31,98,27,81920,78423,2627
2,2023/10/18 17:41:36.799,223.40,87,24,81920,78363,2687
3,2023/10/18 17:41:36.805,153.00,99,28,81920,78211,2839
4,2023/10/18 17:41:36.812,63.39,0,0,81920,7,81042
5,2023/10/18 17:41:36.820,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:36.827,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:36.833,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:36.940,401.88,88,25,81920,78526,2523
1,2023/10/18 17:41:36.945,317.94,98,27,81920,78423,2627
2,2023/10/18 17:41:36.952,403.46,87,24,81920,78363,2687
3,2023/10/18 17:41:36.958,404.29,87,26,81920,78211,2839
4,2023/10/18 17:41:36.967,63.78,0,0,81920,7,81042
5,2023/10/18 17:41:36.978,63.58,0,0,81920,7,81042
6,2023/10/18 17:41:36.986,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:36.993,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:37.099,238.65,77,33,81920,78530,2519
1,2023/10/18 17:41:37.105,183.32,80,33,81920,78431,2619
2,2023/10/18 17:41:37.111,204.64,82,35,81920,78369,2681
3,2023/10/18 17:41:37.117,232.77,79,31,81920,78217,2833
4,2023/10/18 17:41:37.122,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:37.131,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:37.139,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:37.146,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:37.253,265.00,77,43,81920,78532,2517
1,2023/10/18 17:41:37.265,264.13,77,36,81920,78431,2619
2,2023/10/18 17:41:37.273,126.63,82,41,81920,78369,2681
3,2023/10/18 17:41:37.279,138.26,79,47,81920,78217,2833
4,2023/10/18 17:41:37.285,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:37.292,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:37.299,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:37.307,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:37.413,212.84,70,39,81920,78532,2517
1,2023/10/18 17:41:37.419,256.16,88,40,81920,78431,2619
2,2023/10/18 17:41:37.424,277.91,85,38,81920,78369,2681
3,2023/10/18 17:41:37.429,199.21,79,38,81920,78217,2833
4,2023/10/18 17:41:37.437,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:37.447,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:37.454,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:37.461,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:37.569,248.77,70,39,81920,78532,2517
1,2023/10/18 17:41:37.576,238.12,82,49,81920,78431,2619
2,2023/10/18 17:41:37.584,258.62,85,38,81920,78369,2681
3,2023/10/18 17:41:37.590,259.15,79,38,81920,78217,2833
4,2023/10/18 17:41:37.596,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:37.602,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:37.608,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:37.615,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:37.721,235.53,83,49,81920,78534,2515
1,2023/10/18 17:41:37.727,232.90,82,49,81920,78431,2619
2,2023/10/18 17:41:37.735,271.49,83,51,81920,78369,2681
3,2023/10/18 17:41:37.750,238.52,81,51,81920,78219,2831
4,2023/10/18 17:41:37.756,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:37.763,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:37.772,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:37.780,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:37.887,241.03,85,46,81920,78534,2515
1,2023/10/18 17:41:37.892,273.35,85,46,81920,78431,2619
2,2023/10/18 17:41:37.899,278.53,79,46,81920,78369,2681
3,2023/10/18 17:41:37.905,239.13,77,46,81920,78219,2831
4,2023/10/18 17:41:37.913,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:37.918,63.58,0,0,81920,7,81042
6,2023/10/18 17:41:37.925,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:37.932,62.30,0,0,81920,7,81042
0,2023/10/18 17:41:38.039,236.22,86,51,81920,78534,2515
1,2023/10/18 17:41:38.045,215.75,85,51,81920,78431,2619
2,2023/10/18 17:41:38.053,208.39,82,49,81920,78369,2681
3,2023/10/18 17:41:38.060,225.12,77,49,81920,78219,2831
4,2023/10/18 17:41:38.064,63.78,0,0,81920,7,81042
5,2023/10/18 17:41:38.069,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:38.077,63.93,0,0,81920,7,81042
7,2023/10/18 17:41:38.084,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:38.191,271.44,86,51,81920,78534,2515
1,2023/10/18 17:41:38.196,257.76,82,49,81920,78431,2619
2,2023/10/18 17:41:38.202,269.35,84,51,81920,78369,2681
3,2023/10/18 17:41:38.208,263.46,77,49,81920,78219,2831
4,2023/10/18 17:41:38.216,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:38.222,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:38.229,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:38.237,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:38.343,237.11,83,49,81920,78534,2515
1,2023/10/18 17:41:38.361,250.68,82,49,81920,78435,2615
2,2023/10/18 17:41:38.377,214.54,84,51,81920,78373,2677
3,2023/10/18 17:41:38.381,228.48,80,51,81920,78223,2827
4,2023/10/18 17:41:38.388,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:38.396,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:38.402,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:38.407,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:38.513,260.10,77,39,81920,78536,2513
1,2023/10/18 17:41:38.520,221.25,83,40,81920,78435,2615
2,2023/10/18 17:41:38.524,248.18,73,37,81920,78373,2677
3,2023/10/18 17:41:38.532,252.38,69,37,81920,78223,2827
4,2023/10/18 17:41:38.541,63.78,0,0,81920,7,81042
5,2023/10/18 17:41:38.549,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:38.557,64.53,0,0,81920,7,81042
7,2023/10/18 17:41:38.563,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:38.672,270.50,83,49,81920,78536,2513
1,2023/10/18 17:41:38.677,274.23,81,48,81920,78435,2615
2,2023/10/18 17:41:38.683,278.53,84,51,81920,78373,2677
3,2023/10/18 17:41:38.689,249.30,81,51,81920,78223,2827
4,2023/10/18 17:41:38.695,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:38.702,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:38.711,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:38.720,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:38.826,276.01,81,46,81920,78538,2511
1,2023/10/18 17:41:38.833,277.58,85,46,81920,78437,2613
2,2023/10/18 17:41:38.840,276.05,76,45,81920,78373,2677
3,2023/10/18 17:41:38.844,265.60,82,46,81920,78225,2825
4,2023/10/18 17:41:38.852,63.78,0,0,81920,7,81042
5,2023/10/18 17:41:38.860,63.58,0,0,81920,7,81042
6,2023/10/18 17:41:38.869,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:38.877,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:38.985,218.34,81,46,81920,78538,2511
1,2023/10/18 17:41:38.990,233.51,84,50,81920,78437,2613
2,2023/10/18 17:41:38.997,235.04,76,45,81920,78373,2677
3,2023/10/18 17:41:39.004,245.92,82,46,81920,78225,2825
4,2023/10/18 17:41:39.010,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:39.017,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:39.023,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:39.030,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:39.137,269.89,86,51,81920,78538,2511
1,2023/10/18 17:41:39.145,266.60,84,50,81920,78437,2613
2,2023/10/18 17:41:39.151,268.14,83,51,81920,78373,2677
3,2023/10/18 17:41:39.160,261.31,78,49,81920,78225,2825
4,2023/10/18 17:41:39.168,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:39.178,63.58,0,0,81920,7,81042
6,2023/10/18 17:41:39.185,63.93,0,0,81920,7,81042
7,2023/10/18 17:41:39.192,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:39.301,244.15,83,49,81920,78540,2509
1,2023/10/18 17:41:39.304,276.10,83,50,81920,78439,2611
2,2023/10/18 17:41:39.309,230.43,80,49,81920,78377,2673
3,2023/10/18 17:41:39.315,235.20,81,51,81920,78225,2825
4,2023/10/18 17:41:39.322,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:39.329,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:39.335,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:39.341,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:39.448,268.96,80,42,81920,78540,2509
1,2023/10/18 17:41:39.452,272.42,81,42,81920,78439,2611
2,2023/10/18 17:41:39.456,266.87,87,44,81920,78377,2673
3,2023/10/18 17:41:39.465,259.77,75,42,81920,78225,2825
4,2023/10/18 17:41:39.471,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:39.477,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:39.484,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:39.491,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:39.597,233.99,80,42,81920,78540,2509
1,2023/10/18 17:41:39.603,279.45,85,51,81920,78439,2611
2,2023/10/18 17:41:39.610,205.64,81,49,81920,78377,2673
3,2023/10/18 17:41:39.617,220.16,75,42,81920,78225,2825
4,2023/10/18 17:41:39.625,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:39.632,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:39.638,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:39.643,62.30,0,0,81920,7,81042
0,2023/10/18 17:41:39.751,259.17,85,51,81920,78542,2507
1,2023/10/18 17:41:39.757,196.79,85,51,81920,78441,2609
2,2023/10/18 17:41:39.764,252.47,81,49,81920,78377,2673
3,2023/10/18 17:41:39.770,247.21,77,49,81920,78227,2823
4,2023/10/18 17:41:39.776,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:39.783,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:39.788,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:39.793,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:39.900,267.75,84,46,81920,78542,2507
1,2023/10/18 17:41:39.905,244.83,84,46,81920,78441,2609
2,2023/10/18 17:41:39.912,266.54,78,46,81920,78377,2673
3,2023/10/18 17:41:39.920,258.55,79,46,81920,78227,2823
4,2023/10/18 17:41:39.928,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:39.936,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:39.944,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:39.950,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:40.060,274.80,83,49,81920,78542,2507
1,2023/10/18 17:41:40.067,279.72,83,49,81920,78441,2609
2,2023/10/18 17:41:40.074,275.45,82,49,81920,78377,2673
3,2023/10/18 17:41:40.081,268.63,80,51,81920,78227,2823
4,2023/10/18 17:41:40.088,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:40.094,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:40.103,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:40.109,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:40.216,250.31,83,49,81920,78542,2507
1,2023/10/18 17:41:40.224,243.62,84,50,81920,78441,2609
2,2023/10/18 17:41:40.230,241.15,84,51,81920,78377,2673
3,2023/10/18 17:41:40.236,237.68,80,51,81920,78227,2823
4,2023/10/18 17:41:40.244,63.78,0,0,81920,7,81042
5,2023/10/18 17:41:40.256,63.58,0,0,81920,7,81042
6,2023/10/18 17:41:40.264,63.93,0,0,81920,7,81042
7,2023/10/18 17:41:40.270,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:40.377,136.90,85,51,81920,78542,2507
1,2023/10/18 17:41:40.382,249.45,81,41,81920,78441,2609
2,2023/10/18 17:41:40.391,135.69,84,51,81920,78377,2673
3,2023/10/18 17:41:40.396,209.36,76,48,81920,78227,2823
4,2023/10/18 17:41:40.401,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:40.408,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:40.415,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:40.421,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:40.528,224.78,75,40,81920,78542,2507
1,2023/10/18 17:41:40.535,264.79,81,41,81920,78441,2609
2,2023/10/18 17:41:40.542,204.03,79,40,81920,78377,2673
3,2023/10/18 17:41:40.548,213.05,73,41,81920,78227,2823
4,2023/10/18 17:41:40.556,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:40.564,63.58,0,0,81920,7,81042
6,2023/10/18 17:41:40.572,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:40.579,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:40.686,243.26,84,49,81920,78542,2507
1,2023/10/18 17:41:40.692,238.40,79,47,81920,78441,2609
2,2023/10/18 17:41:40.696,266.27,82,49,81920,78377,2673
3,2023/10/18 17:41:40.703,257.89,75,47,81920,78227,2823
4,2023/10/18 17:41:40.710,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:40.717,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:40.723,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:40.731,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:40.837,265.00,83,46,81920,78542,2507
1,2023/10/18 17:41:40.844,266.87,82,46,81920,78441,2609
2,2023/10/18 17:41:40.851,267.81,78,47,81920,78377,2673
3,2023/10/18 17:41:40.859,257.61,81,47,81920,78227,2823
4,2023/10/18 17:41:40.867,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:40.874,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:40.886,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:40.891,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:40.999,270.50,83,46,81920,78542,2507
1,2023/10/18 17:41:41.004,275.44,84,50,81920,78441,2609
2,2023/10/18 17:41:41.008,255.88,78,47,81920,78377,2673
3,2023/10/18 17:41:41.014,235.53,81,47,81920,78227,2823
4,2023/10/18 17:41:41.022,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:41.027,63.58,0,0,81920,7,81042
6,2023/10/18 17:41:41.035,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:41.041,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:41.148,226.33,84,50,81920,78542,2507
1,2023/10/18 17:41:41.155,209.32,84,50,81920,78441,2609
2,2023/10/18 17:41:41.162,212.67,80,48,81920,78377,2673
3,2023/10/18 17:41:41.167,209.69,80,50,81920,78227,2823
4,2023/10/18 17:41:41.174,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:41.180,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:41.187,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:41.194,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:41.300,262.85,85,50,81920,78542,2507
1,2023/10/18 17:41:41.306,256.16,80,48,81920,78441,2609
2,2023/10/18 17:41:41.311,230.43,83,50,81920,78377,2673
3,2023/10/18 17:41:41.316,212.23,78,48,81920,78227,2823
4,2023/10/18 17:41:41.322,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:41.327,63.91,0,0,81920,7,81042
6,2023/10/18 17:41:41.335,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:41.343,62.37,0,0,81920,7,81042
0,2023/10/18 17:41:41.450,246.62,80,43,81920,78542,2507
1,2023/10/18 17:41:41.455,239.33,83,44,81920,78441,2609
2,2023/10/18 17:41:41.461,240.54,83,43,81920,78377,2673
3,2023/10/18 17:41:41.467,228.75,76,43,81920,78227,2823
4,2023/10/18 17:41:41.472,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:41.478,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:41.484,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:41.491,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:41.596,267.14,80,43,81920,78542,2507
1,2023/10/18 17:41:41.605,266.93,82,49,81920,78441,2609
2,2023/10/18 17:41:41.612,276.38,83,43,81920,78377,2673
3,2023/10/18 17:41:41.615,266.81,76,43,81920,78227,2823
4,2023/10/18 17:41:41.623,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:41.631,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:41.639,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:41.651,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:41.759,205.18,82,48,81920,78544,2505
1,2023/10/18 17:41:41.763,241.83,82,49,81920,78441,2609
2,2023/10/18 17:41:41.769,224.66,81,48,81920,78377,2673
3,2023/10/18 17:41:41.779,217.02,81,51,81920,78227,2823
4,2023/10/18 17:41:41.785,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:41.792,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:41.798,64.00,0,0,81920,7,81042
7,2023/10/18 17:41:41.805,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:41.912,245.08,85,47,81920,78544,2505
1,2023/10/18 17:41:41.919,280.66,84,47,81920,78441,2609
2,2023/10/18 17:41:41.925,237.46,77,47,81920,78377,2673
3,2023/10/18 17:41:41.932,229.41,80,47,81920,78227,2823
4,2023/10/18 17:41:41.939,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:41.947,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:41.955,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:41.961,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:42.068,264.39,84,50,81920,78544,2505
1,2023/10/18 17:41:42.073,262.65,82,49,81920,78441,2609
2,2023/10/18 17:41:42.079,268.14,84,51,81920,78377,2673
3,2023/10/18 17:41:42.086,254.53,78,49,81920,78227,2823
4,2023/10/18 17:41:42.093,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:42.101,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:42.106,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:42.115,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:42.221,242.66,84,50,81920,78544,2505
1,2023/10/18 17:41:42.225,275.77,84,50,81920,78441,2609
2,2023/10/18 17:41:42.231,269.02,80,48,81920,78377,2673
3,2023/10/18 17:41:42.238,264.94,78,49,81920,78227,2823
4,2023/10/18 17:41:42.246,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:42.254,63.58,0,0,81920,7,81042
6,2023/10/18 17:41:42.262,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:42.269,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:42.375,211.90,84,49,81920,78544,2505
1,2023/10/18 17:41:42.381,266.93,84,50,81920,78441,2609
2,2023/10/18 17:41:42.388,223.40,80,48,81920,78379,2671
3,2023/10/18 17:41:42.393,220.16,80,50,81920,78227,2823
4,2023/10/18 17:41:42.401,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:42.410,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:42.424,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:42.430,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:42.537,232.44,80,42,81920,78544,2505
1,2023/10/18 17:41:42.544,274.23,85,42,81920,78441,2609
2,2023/10/18 17:41:42.552,254.61,80,42,81920,78379,2671
3,2023/10/18 17:41:42.558,268.36,75,42,81920,78227,2823
4,2023/10/18 17:41:42.566,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:42.574,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:42.583,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:42.588,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:42.696,238.65,85,51,81920,78544,2505
1,2023/10/18 17:41:42.703,213.94,84,50,81920,78441,2609
2,2023/10/18 17:41:42.709,228.01,83,50,81920,78379,2671
3,2023/10/18 17:41:42.714,249.02,77,48,81920,78227,2823
4,2023/10/18 17:41:42.724,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:42.732,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:42.739,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:42.745,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:42.851,259.50,85,48,81920,78544,2505
1,2023/10/18 17:41:42.857,257.70,82,46,81920,78441,2609
2,2023/10/18 17:41:42.865,258.64,77,48,81920,78379,2671
3,2023/10/18 17:41:42.869,245.67,81,48,81920,78227,2823
4,2023/10/18 17:41:42.876,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:42.882,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:42.888,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:42.896,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:43.002,272.04,85,48,81920,78544,2505
1,2023/10/18 17:41:43.007,273.02,79,46,81920,78441,2609
2,2023/10/18 17:41:43.014,400.64,77,48,81920,78379,2671
3,2023/10/18 17:41:43.020,379.50,81,48,81920,78227,2823
4,2023/10/18 17:41:43.030,63.39,0,0,81920,7,81042
5,2023/10/18 17:41:43.037,63.91,0,0,81920,7,81042
6,2023/10/18 17:41:43.049,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:43.064,62.30,0,0,81920,7,81042
0,2023/10/18 17:41:43.169,407.23,80,40,81920,78828,2221
1,2023/10/18 17:41:43.177,409.46,79,46,81920,78869,2181
2,2023/10/18 17:41:43.184,410.07,79,41,81920,78731,2319
3,2023/10/18 17:41:43.190,408.91,81,39,81920,78547,2503
4,2023/10/18 17:41:43.195,63.72,0,0,81920,7,81042
5,2023/10/18 17:41:43.201,63.58,0,0,81920,7,81042
6,2023/10/18 17:41:43.208,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:43.215,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:43.321,402.34,99,28,81920,78828,2221
1,2023/10/18 17:41:43.327,413.41,99,28,81920,78869,2181
2,2023/10/18 17:41:43.337,406.39,99,28,81920,78731,2319
3,2023/10/18 17:41:43.341,391.43,99,28,81920,78547,2503
4,2023/10/18 17:41:43.347,63.39,0,0,81920,7,81042
5,2023/10/18 17:41:43.356,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:43.364,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:43.371,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:43.479,418.27,91,25,81920,79200,1849
1,2023/10/18 17:41:43.484,410.67,90,25,81920,79173,1877
2,2023/10/18 17:41:43.489,407.93,90,25,81920,78987,2063
3,2023/10/18 17:41:43.496,414.41,90,25,81920,78839,2211
4,2023/10/18 17:41:43.500,63.39,0,0,81920,7,81042
5,2023/10/18 17:41:43.507,63.24,0,0,81920,7,81042
6,2023/10/18 17:41:43.513,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:43.520,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:43.627,409.09,91,25,81920,79200,1849
1,2023/10/18 17:41:43.633,403.38,99,27,81920,79173,1877
2,2023/10/18 17:41:43.646,402.54,99,27,81920,78987,2063
3,2023/10/18 17:41:43.667,394.84,99,28,81920,78839,2211
4,2023/10/18 17:41:43.674,63.72,0,0,81920,7,81042
5,2023/10/18 17:41:43.680,63.58,0,0,81920,7,81042
6,2023/10/18 17:41:43.687,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:43.695,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:43.803,335.75,99,28,81920,79416,1633
1,2023/10/18 17:41:43.815,419.82,90,25,81920,79449,1601
2,2023/10/18 17:41:43.828,400.39,99,27,81920,79255,1795
3,2023/10/18 17:41:43.835,405.50,99,28,81920,79103,1947
4,2023/10/18 17:41:43.841,63.39,0,0,81920,7,81042
5,2023/10/18 17:41:43.848,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:43.855,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:43.862,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:43.967,404.81,90,25,81920,79444,1605
1,2023/10/18 17:41:43.972,407.05,90,25,81920,79449,1601
2,2023/10/18 17:41:43.977,404.07,90,25,81920,79255,1795
3,2023/10/18 17:41:43.982,398.79,90,25,81920,79103,1947
4,2023/10/18 17:41:43.988,63.39,0,0,81920,7,81042
5,2023/10/18 17:41:43.996,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:44.003,63.93,0,0,81920,7,81042
7,2023/10/18 17:41:44.010,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:44.118,402.34,99,28,81920,79444,1605
1,2023/10/18 17:41:44.130,163.59,99,27,81920,79449,1601
2,2023/10/18 17:41:44.135,414.16,99,27,81920,79283,1767
3,2023/10/18 17:41:44.146,423.26,92,25,81920,79131,1919
4,2023/10/18 17:41:44.161,63.39,0,0,81920,7,81042
5,2023/10/18 17:41:44.170,63.31,0,0,81920,7,81042
6,2023/10/18 17:41:44.176,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:44.184,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:44.290,402.34,90,25,81920,79596,1453
1,2023/10/18 17:41:44.298,390.83,89,25,81920,79553,1497
2,2023/10/18 17:41:44.306,411.93,89,24,81920,79359,1691
3,2023/10/18 17:41:44.313,397.86,97,27,81920,79179,1871
4,2023/10/18 17:41:44.321,63.72,0,0,81920,7,81042
5,2023/10/18 17:41:44.327,63.58,0,0,81920,7,81042
6,2023/10/18 17:41:44.334,64.26,0,0,81920,7,81042
7,2023/10/18 17:41:44.341,61.97,0,0,81920,7,81042
0,2023/10/18 17:41:44.449,183.36,89,24,81920,79596,1453
1,2023/10/18 17:41:44.456,402.77,99,27,81920,79553,1497
