index,timestamp,power.draw [W],utilization.gpu [%],utilization.memory [%],memory.total [MiB],memory.used [MiB],memory.free [MiB]
1,2023/10/18 17:41:11.133,68.36,0,0,81920,1099,79951
2,2023/10/18 17:41:11.140,69.90,0,0,81920,1099,79951
3,2023/10/18 17:41:11.147,66.95,0,0,81920,1211,79839
4,2023/10/18 17:41:11.156,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:11.166,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:11.173,64.00,0,0,81920,7,81042
7,2023/10/18 17:41:11.179,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:11.287,71.26,0,0,81920,1511,79539
1,2023/10/18 17:41:11.293,68.96,0,0,81920,1655,79395
2,2023/10/18 17:41:11.299,70.23,0,0,81920,1655,79395
3,2023/10/18 17:41:11.304,67.35,8,0,81920,1511,79539
4,2023/10/18 17:41:11.314,63.78,0,0,81920,7,81042
5,2023/10/18 17:41:11.320,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:11.335,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:11.344,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:11.450,70.04,12,0,81920,1943,79107
1,2023/10/18 17:41:11.465,68.36,12,0,81920,2831,78219
2,2023/10/18 17:41:11.470,69.29,14,0,81920,2905,78145
3,2023/10/18 17:41:11.480,67.35,6,0,81920,2727,78323
4,2023/10/18 17:41:11.492,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:11.499,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:11.512,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:11.518,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:11.632,70.37,0,0,81920,5029,76021
1,2023/10/18 17:41:11.655,67.75,0,0,81920,5357,75693
2,2023/10/18 17:41:11.662,70.23,0,0,81920,5735,75315
3,2023/10/18 17:41:11.667,67.35,0,0,81920,5439,75611
4,2023/10/18 17:41:11.680,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:11.689,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:11.701,64.00,0,0,81920,7,81042
7,2023/10/18 17:41:11.711,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:11.819,70.04,0,0,81920,7669,73381
1,2023/10/18 17:41:11.831,67.75,0,0,81920,8149,72901
2,2023/10/18 17:41:11.839,69.29,0,0,81920,7811,73239
3,2023/10/18 17:41:11.847,67.35,0,0,81920,8077,72973
4,2023/10/18 17:41:11.854,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:11.867,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:11.878,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:11.891,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:12.005,70.04,0,0,81920,10867,70183
1,2023/10/18 17:41:12.021,68.08,0,0,81920,11083,69967
2,2023/10/18 17:41:12.027,69.57,0,0,81920,10265,70785
3,2023/10/18 17:41:12.032,67.02,0,0,81920,11165,69885
4,2023/10/18 17:41:12.037,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:12.049,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:12.056,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:12.064,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:12.172,70.04,0,0,81920,13321,67729
1,2023/10/18 17:41:12.181,67.75,0,0,81920,13057,67993
2,2023/10/18 17:41:12.188,69.57,0,0,81920,12127,68923
3,2023/10/18 17:41:12.196,67.02,0,0,81920,13209,67841
4,2023/10/18 17:41:12.202,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:12.210,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:12.223,64.60,0,0,81920,7,81042
7,2023/10/18 17:41:12.229,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:12.341,70.37,0,0,81920,16185,64865
1,2023/10/18 17:41:12.355,67.75,0,0,81920,15807,65243
2,2023/10/18 17:41:12.362,69.57,0,0,81920,14581,66469
3,2023/10/18 17:41:12.367,67.02,0,0,81920,15031,66019
4,2023/10/18 17:41:12.377,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:12.385,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:12.396,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:12.402,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:12.509,70.04,0,0,81920,17893,63157
1,2023/10/18 17:41:12.520,68.08,0,0,81920,18373,62677
2,2023/10/18 17:41:12.528,69.57,0,0,81920,16737,64313
3,2023/10/18 17:41:12.535,66.74,0,0,81920,17485,63565
4,2023/10/18 17:41:12.554,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:12.570,63.65,0,0,81920,7,81042
6,2023/10/18 17:41:12.585,64.60,0,0,81920,7,81042
7,2023/10/18 17:41:12.596,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:12.702,70.98,0,0,81920,19047,62003
1,2023/10/18 17:41:12.716,68.08,0,0,81920,19897,61153
2,2023/10/18 17:41:12.722,69.57,0,0,81920,18373,62677
3,2023/10/18 17:41:12.727,67.35,0,0,81920,18639,62411
4,2023/10/18 17:41:12.738,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:12.744,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:12.757,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:12.767,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:12.877,70.37,0,0,81920,21541,59509
1,2023/10/18 17:41:12.884,67.75,0,0,81920,22127,58923
2,2023/10/18 17:41:12.896,69.29,0,0,81920,19263,61787
3,2023/10/18 17:41:12.908,66.74,0,0,81920,20757,60293
4,2023/10/18 17:41:12.919,63.78,0,0,81920,7,81042
5,2023/10/18 17:41:12.928,63.65,0,0,81920,7,81042
6,2023/10/18 17:41:12.948,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:12.953,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:13.066,70.37,0,0,81920,24405,56645
1,2023/10/18 17:41:13.074,68.08,0,0,81920,24917,56133
2,2023/10/18 17:41:13.079,69.57,0,0,81920,22127,58923
3,2023/10/18 17:41:13.088,67.02,0,0,81920,23435,57615
4,2023/10/18 17:41:13.099,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:13.109,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:13.116,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:13.141,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:13.247,70.37,0,0,81920,26891,54159
1,2023/10/18 17:41:13.254,67.75,0,0,81920,27259,53791
2,2023/10/18 17:41:13.266,69.57,0,0,81920,24917,56133
3,2023/10/18 17:41:13.276,67.02,0,0,81920,25665,55385
4,2023/10/18 17:41:13.282,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:13.290,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:13.298,64.00,0,0,81920,7,81042
7,2023/10/18 17:41:13.304,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:13.413,69.71,0,0,81920,29681,51369
1,2023/10/18 17:41:13.421,67.75,0,0,81920,29825,51225
2,2023/10/18 17:41:13.430,69.29,0,0,81920,27445,53605
3,2023/10/18 17:41:13.435,66.74,0,0,81920,28117,52933
4,2023/10/18 17:41:13.447,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:13.453,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:13.466,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:13.481,62.37,0,0,81920,7,81042
0,2023/10/18 17:41:13.587,70.65,0,0,81920,32175,48875
1,2023/10/18 17:41:13.608,68.08,0,0,81920,33579,47471
2,2023/10/18 17:41:13.617,69.90,0,0,81920,31349,49701
3,2023/10/18 17:41:13.622,67.02,0,0,81920,30909,50141
4,2023/10/18 17:41:13.629,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:13.635,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:13.645,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:13.657,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:13.764,69.71,0,0,81920,34069,46981
1,2023/10/18 17:41:13.775,67.75,0,0,81920,34451,46599
2,2023/10/18 17:41:13.780,70.23,0,0,81920,33169,47881
3,2023/10/18 17:41:13.787,67.68,0,0,81920,32545,48505
4,2023/10/18 17:41:13.792,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:13.798,63.65,0,0,81920,7,81042
6,2023/10/18 17:41:13.803,64.00,0,0,81920,7,81042
7,2023/10/18 17:41:13.810,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:13.915,70.04,0,0,81920,34307,46743
1,2023/10/18 17:41:13.921,67.47,0,0,81920,34451,46599
2,2023/10/18 17:41:13.940,69.90,0,0,81920,34451,46599
3,2023/10/18 17:41:13.961,67.28,0,0,81920,34069,46981
4,2023/10/18 17:41:13.980,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:13.987,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:13.992,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:14.006,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:14.115,70.04,0,0,81920,34307,46743
1,2023/10/18 17:41:14.121,68.08,0,0,81920,34451,46599
2,2023/10/18 17:41:14.128,69.29,0,0,81920,34451,46599
3,2023/10/18 17:41:14.136,66.74,0,0,81920,34307,46743
4,2023/10/18 17:41:14.141,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:14.152,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:14.160,64.00,0,0,81920,7,81042
7,2023/10/18 17:41:14.168,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:14.276,70.04,0,0,81920,34307,46743
1,2023/10/18 17:41:14.281,68.69,8,0,81920,34451,46599
2,2023/10/18 17:41:14.285,69.29,0,0,81920,34451,46599
3,2023/10/18 17:41:14.291,67.02,0,0,81920,34307,46743
4,2023/10/18 17:41:14.296,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:14.303,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:14.308,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:14.315,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:14.421,69.71,0,0,81920,34307,46743
1,2023/10/18 17:41:14.425,68.69,21,0,81920,34451,46599
2,2023/10/18 17:41:14.429,69.57,0,0,81920,34451,46599
3,2023/10/18 17:41:14.435,67.02,0,0,81920,34307,46743
4,2023/10/18 17:41:14.443,63.78,0,0,81920,7,81042
5,2023/10/18 17:41:14.454,63.65,0,0,81920,7,81042
6,2023/10/18 17:41:14.461,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:14.468,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:14.575,69.71,0,0,81920,34307,46743
1,2023/10/18 17:41:14.580,67.75,21,0,81920,34451,46599
2,2023/10/18 17:41:14.587,69.29,0,0,81920,34451,46599
3,2023/10/18 17:41:14.592,66.74,0,0,81920,34307,46743
4,2023/10/18 17:41:14.596,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:14.603,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:14.610,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:14.616,62.37,0,0,81920,7,81042
0,2023/10/18 17:41:14.721,69.71,0,0,81920,34307,46743
1,2023/10/18 17:41:14.727,67.75,23,0,81920,34451,46599
2,2023/10/18 17:41:14.733,70.50,0,0,81920,34451,46599
3,2023/10/18 17:41:14.740,67.35,0,0,81920,34307,46743
4,2023/10/18 17:41:14.747,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:14.753,63.65,0,0,81920,7,81042
6,2023/10/18 17:41:14.761,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:14.769,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:14.877,69.71,0,0,81920,34307,46743
1,2023/10/18 17:41:14.882,68.69,9,0,81920,34451,46599
2,2023/10/18 17:41:14.888,69.57,9,0,81920,34451,46599
3,2023/10/18 17:41:14.894,66.67,0,0,81920,34307,46743
4,2023/10/18 17:41:14.900,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:14.906,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:14.913,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:14.919,62.37,0,0,81920,7,81042
0,2023/10/18 17:41:15.026,69.71,0,0,81920,34307,46743
1,2023/10/18 17:41:15.032,68.69,22,0,81920,34451,46599
2,2023/10/18 17:41:15.039,69.90,23,0,81920,34451,46599
3,2023/10/18 17:41:15.046,67.35,0,0,81920,34307,46743
4,2023/10/18 17:41:15.052,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:15.059,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:15.067,64.00,0,0,81920,7,81042
7,2023/10/18 17:41:15.076,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:15.181,70.04,0,0,81920,34307,46743
1,2023/10/18 17:41:15.187,68.69,22,0,81920,34451,46599
2,2023/10/18 17:41:15.192,69.29,23,0,81920,34451,46599
3,2023/10/18 17:41:15.197,66.74,0,0,81920,34307,46743
4,2023/10/18 17:41:15.202,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:15.208,63.65,0,0,81920,7,81042
6,2023/10/18 17:41:15.214,64.00,0,0,81920,7,81042
7,2023/10/18 17:41:15.221,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:15.327,70.37,0,0,81920,34307,46743
1,2023/10/18 17:41:15.332,68.36,21,0,81920,34451,46599
2,2023/10/18 17:41:15.337,70.23,24,0,81920,34451,46599
3,2023/10/18 17:41:15.340,68.29,12,0,81920,34307,46743
4,2023/10/18 17:41:15.346,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:15.353,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:15.361,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:15.367,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:15.474,70.04,0,0,81920,34307,46743
1,2023/10/18 17:41:15.480,68.08,12,0,81920,34451,46599
2,2023/10/18 17:41:15.486,69.57,13,0,81920,34451,46599
3,2023/10/18 17:41:15.492,67.68,22,0,81920,34307,46743
4,2023/10/18 17:41:15.499,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:15.507,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:15.513,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:15.520,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:15.627,70.65,0,0,81920,34307,46743
1,2023/10/18 17:41:15.632,68.96,22,0,81920,34451,46599
2,2023/10/18 17:41:15.638,70.83,24,0,81920,34451,46599
3,2023/10/18 17:41:15.645,67.61,22,0,81920,34307,46743
4,2023/10/18 17:41:15.649,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:15.656,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:15.662,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:15.670,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:15.777,70.98,0,0,81920,34307,46743
1,2023/10/18 17:41:15.783,68.36,22,0,81920,34451,46599
2,2023/10/18 17:41:15.791,69.90,24,0,81920,34451,46599
3,2023/10/18 17:41:15.797,67.68,27,0,81920,34307,46743
4,2023/10/18 17:41:15.803,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:15.811,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:15.817,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:15.825,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:15.930,71.26,22,0,81920,34307,46743
1,2023/10/18 17:41:15.934,68.69,25,0,81920,34451,46599
2,2023/10/18 17:41:15.941,70.23,20,0,81920,34451,46599
3,2023/10/18 17:41:15.945,67.68,14,0,81920,34307,46743
4,2023/10/18 17:41:15.950,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:15.959,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:15.966,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:15.973,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:16.079,70.65,25,0,81920,34307,46743
1,2023/10/18 17:41:16.085,67.47,21,0,81920,34451,46599
2,2023/10/18 17:41:16.093,70.23,25,0,81920,34451,46599
3,2023/10/18 17:41:16.097,67.61,23,0,81920,34307,46743
4,2023/10/18 17:41:16.101,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:16.109,63.65,0,0,81920,7,81042
6,2023/10/18 17:41:16.117,64.60,0,0,81920,7,81042
7,2023/10/18 17:41:16.125,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:16.233,71.59,25,0,81920,34307,46743
1,2023/10/18 17:41:16.238,68.36,21,0,81920,34451,46599
2,2023/10/18 17:41:16.244,70.23,13,0,81920,34451,46599
3,2023/10/18 17:41:16.252,67.68,23,0,81920,34307,46743
4,2023/10/18 17:41:16.257,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:16.266,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:16.272,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:16.279,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:16.387,70.04,27,0,81920,34307,46743
1,2023/10/18 17:41:16.392,68.08,21,0,81920,34451,46599
2,2023/10/18 17:41:16.397,70.83,13,0,81920,34451,46599
3,2023/10/18 17:41:16.404,68.57,23,0,81920,34307,46743
4,2023/10/18 17:41:16.410,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:16.417,63.65,0,0,81920,7,81042
6,2023/10/18 17:41:16.427,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:16.435,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:16.543,71.26,9,0,81920,34307,46743
1,2023/10/18 17:41:16.549,68.36,26,0,81920,34451,46599
2,2023/10/18 17:41:16.554,70.23,25,0,81920,34451,46599
3,2023/10/18 17:41:16.560,67.28,24,0,81920,34307,46743
4,2023/10/18 17:41:16.564,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:16.571,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:16.577,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:16.585,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:16.692,70.98,32,0,81920,34307,46743
1,2023/10/18 17:41:16.698,68.08,30,0,81920,34451,46599
2,2023/10/18 17:41:16.705,70.83,24,0,81920,34451,46599
3,2023/10/18 17:41:16.713,67.96,15,0,81920,34307,46743
4,2023/10/18 17:41:16.719,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:16.725,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:16.733,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:16.741,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:16.849,70.98,25,0,81920,34307,46743
1,2023/10/18 17:41:16.856,67.47,16,0,81920,34451,46599
2,2023/10/18 17:41:16.862,70.23,16,0,81920,34451,46599
3,2023/10/18 17:41:16.867,67.96,15,0,81920,34307,46743
4,2023/10/18 17:41:16.872,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:16.879,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:16.885,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:16.892,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:16.998,71.86,25,0,81920,34307,46743
1,2023/10/18 17:41:17.004,68.36,16,0,81920,34451,46599
2,2023/10/18 17:41:17.011,71.11,16,0,81920,34451,46599
3,2023/10/18 17:41:17.017,67.68,24,0,81920,34307,46743
4,2023/10/18 17:41:17.023,63.78,0,0,81920,7,81042
5,2023/10/18 17:41:17.028,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:17.035,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:17.043,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:17.151,70.65,16,0,81920,34307,46743
1,2023/10/18 17:41:17.155,68.08,26,0,81920,34451,46599
2,2023/10/18 17:41:17.161,69.90,25,0,81920,34451,46599
3,2023/10/18 17:41:17.167,67.68,26,0,81920,34307,46743
4,2023/10/18 17:41:17.171,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:17.178,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:17.184,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:17.191,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:17.298,71.59,26,0,81920,34307,46743
1,2023/10/18 17:41:17.302,69.29,24,0,81920,34451,46599
2,2023/10/18 17:41:17.309,70.23,24,0,81920,34451,46599
3,2023/10/18 17:41:17.315,67.68,16,0,81920,34307,46743
4,2023/10/18 17:41:17.322,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:17.331,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:17.338,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:17.346,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:17.454,70.98,23,0,81920,34307,46743
1,2023/10/18 17:41:17.460,67.47,23,0,81920,34451,46599
2,2023/10/18 17:41:17.467,70.50,29,0,81920,34451,46599
3,2023/10/18 17:41:17.471,67.02,16,0,81920,34307,46743
4,2023/10/18 17:41:17.476,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:17.484,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:17.491,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:17.497,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:17.605,71.59,23,0,81920,34307,46743
1,2023/10/18 17:41:17.610,68.08,23,0,81920,34451,46599
2,2023/10/18 17:41:17.616,69.90,29,0,81920,34451,46599
3,2023/10/18 17:41:17.621,67.35,28,0,81920,34307,46743
4,2023/10/18 17:41:17.627,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:17.634,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:17.639,64.00,0,0,81920,7,81042
7,2023/10/18 17:41:17.646,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:17.754,70.65,28,0,81920,34307,46743
1,2023/10/18 17:41:17.760,68.08,21,0,81920,34451,46599
2,2023/10/18 17:41:17.766,70.50,14,0,81920,34451,46599
3,2023/10/18 17:41:17.772,67.02,23,0,81920,34307,46743
4,2023/10/18 17:41:17.777,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:17.784,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:17.789,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:17.796,62.37,0,0,81920,7,81042
0,2023/10/18 17:41:17.904,70.98,23,0,81920,34307,46743
1,2023/10/18 17:41:17.910,67.75,30,0,81920,34451,46599
2,2023/10/18 17:41:17.914,70.23,24,0,81920,34451,46599
3,2023/10/18 17:41:17.920,67.68,24,0,81920,34307,46743
4,2023/10/18 17:41:17.926,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:17.933,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:17.940,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:17.949,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:18.054,70.04,23,0,81920,34307,46743
1,2023/10/18 17:41:18.059,67.75,33,0,81920,34451,46599
2,2023/10/18 17:41:18.064,70.23,22,0,81920,34451,46599
3,2023/10/18 17:41:18.070,67.35,24,0,81920,34307,46743
4,2023/10/18 17:41:18.076,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:18.084,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:18.091,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:18.098,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:18.206,70.98,27,0,81920,34307,46743
1,2023/10/18 17:41:18.211,68.69,33,0,81920,34451,46599
2,2023/10/18 17:41:18.216,70.50,22,0,81920,34451,46599
3,2023/10/18 17:41:18.222,67.96,13,0,81920,34307,46743
4,2023/10/18 17:41:18.228,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:18.235,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:18.242,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:18.250,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:18.358,70.65,26,0,81920,34307,46743
1,2023/10/18 17:41:18.363,68.08,13,0,81920,34451,46599
2,2023/10/18 17:41:18.370,70.23,15,0,81920,34451,46599
3,2023/10/18 17:41:18.376,67.68,25,0,81920,34307,46743
4,2023/10/18 17:41:18.382,63.78,0,0,81920,7,81042
5,2023/10/18 17:41:18.391,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:18.395,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:18.402,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:18.512,70.37,15,0,81920,34307,46743
1,2023/10/18 17:41:18.517,68.96,27,0,81920,34451,46599
2,2023/10/18 17:41:18.523,69.90,25,0,81920,34451,46599
3,2023/10/18 17:41:18.528,67.96,31,0,81920,34307,46743
4,2023/10/18 17:41:18.533,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:18.539,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:18.547,64.00,0,0,81920,7,81042
7,2023/10/18 17:41:18.554,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:18.662,70.65,26,0,81920,34307,46743
1,2023/10/18 17:41:18.668,68.69,26,0,81920,34451,46599
2,2023/10/18 17:41:18.676,70.23,27,0,81920,34451,46599
3,2023/10/18 17:41:18.683,66.67,31,0,81920,34307,46743
4,2023/10/18 17:41:18.691,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:18.698,63.65,0,0,81920,7,81042
6,2023/10/18 17:41:18.706,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:18.714,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:18.821,70.65,26,0,81920,34307,46743
1,2023/10/18 17:41:18.825,67.47,26,0,81920,34451,46599
2,2023/10/18 17:41:18.832,70.23,27,0,81920,34451,46599
3,2023/10/18 17:41:18.839,67.35,11,0,81920,34307,46743
4,2023/10/18 17:41:18.845,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:18.852,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:18.858,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:18.864,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:18.971,70.65,24,0,81920,34307,46743
1,2023/10/18 17:41:18.975,67.75,14,0,81920,34451,46599
2,2023/10/18 17:41:18.979,70.50,24,0,81920,34451,46599
3,2023/10/18 17:41:18.985,68.57,24,0,81920,34307,46743
4,2023/10/18 17:41:18.993,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:19.002,63.65,0,0,81920,7,81042
6,2023/10/18 17:41:19.010,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:19.018,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:19.126,70.04,23,0,81920,34307,46743
1,2023/10/18 17:41:19.131,68.08,28,0,81920,34451,46599
2,2023/10/18 17:41:19.136,69.57,14,0,81920,34451,46599
3,2023/10/18 17:41:19.142,67.28,26,0,81920,34307,46743
4,2023/10/18 17:41:19.147,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:19.154,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:19.161,64.33,0,0,81920,7,81042
7,2023/10/18 17:41:19.166,61.76,0,0,81920,7,81042
0,2023/10/18 17:41:19.273,70.65,19,0,81920,34307,46743
1,2023/10/18 17:41:19.279,67.75,29,0,81920,34451,46599
2,2023/10/18 17:41:19.285,69.90,24,0,81920,34451,46599
3,2023/10/18 17:41:19.292,67.28,26,0,81920,34307,46743
4,2023/10/18 17:41:19.301,63.45,0,0,81920,7,81042
5,2023/10/18 17:41:19.308,63.37,0,0,81920,7,81042
6,2023/10/18 17:41:19.317,64.00,0,0,81920,7,81042
7,2023/10/18 17:41:19.322,62.04,0,0,81920,7,81042
0,2023/10/18 17:41:19.430,70.37,19,0,81920,34307,46743
